id,question,answer,category,type,difficulty,source_line,tags
358,Motor unit [duration::polyphasicity/duration] is a better measure of pathology - What goes in the blank?,"duration::polyphasicity/duration - "" Recruitment patterns during maximal voluntary contraction of the deltoid muscle in (A) healthy subject, (B) spinal muscular atrophy , (C) polymyositis. """,Muscle Anatomy,Cloze,Easy,1088,muscle_anatomy;easy
359,[BOTH Muscle & Nerve::muscle/nerve] injury may generate spontaneous activity - What goes in the blank?,"BOTH Muscle & Nerve::muscle/nerve - "" """"dennervation activity"""" is a misnomer. classic example is Fib in radiculopathy """"if nerve is damaged muscle will eventually be damaged"""" """,Muscle Anatomy,Cloze,Easy,1098,muscle_anatomy;easy
360,""" lateral femoral cutaneous neuropathy aka [meralgia paresthetica] Etiology 1.) [BLANK] 2.) medical cuases: Diabetes, [BLANK], infection, [BLANK] 3.) [BLANK] "" - What goes in the blank?","meralgia paresthetica - "" Etiology chronic compression by a repeated low grade trauma: from a protuberant abdomen, pregnancy, or tight clothing Diabetes, tumor, infection, and rapid weight gain or weight loss can also affect the nerve. Iatrogenic: incisions for lower abdominal/pelvic surgeries and laparoscopic hernia repai",General EMG,Cloze,Easy,1100,general_emg;easy
361,""" lateral femoral cutaneous neuropathy aka [compression] Etiology 1.) [BLANK] 2.) medical cuases: Diabetes, [BLANK], infection, [BLANK] 3.) [BLANK] "" - What goes in the blank?","compression - "" Etiology chronic compression by a repeated low grade trauma: from a protuberant abdomen, pregnancy, or tight clothing Diabetes, tumor, infection, and rapid weight gain or weight loss can also affect the nerve. Iatrogenic: incisions for lower abdominal/pelvic surgeries and laparoscopic hernia repai",General EMG,Cloze,Easy,1100,general_emg;easy
362,""" lateral femoral cutaneous neuropathy aka [tumor] Etiology 1.) [BLANK] 2.) medical cuases: Diabetes, [BLANK], infection, [BLANK] 3.) [BLANK] "" - What goes in the blank?","tumor - "" Etiology chronic compression by a repeated low grade trauma: from a protuberant abdomen, pregnancy, or tight clothing Diabetes, tumor, infection, and rapid weight gain or weight loss can also affect the nerve. Iatrogenic: incisions for lower abdominal/pelvic surgeries and laparoscopic hernia repai",General EMG,Cloze,Easy,1100,general_emg;easy
363,""" lateral femoral cutaneous neuropathy aka [weight gain/loss] Etiology 1.) [BLANK] 2.) medical cuases: Diabetes, [BLANK], infection, [BLANK] 3.) [BLANK] "" - What goes in the blank?","weight gain/loss - "" Etiology chronic compression by a repeated low grade trauma: from a protuberant abdomen, pregnancy, or tight clothing Diabetes, tumor, infection, and rapid weight gain or weight loss can also affect the nerve. Iatrogenic: incisions for lower abdominal/pelvic surgeries and laparoscopic hernia repai",General EMG,Cloze,Easy,1100,general_emg;easy
364,""" lateral femoral cutaneous neuropathy aka [Iatrogenic::category] Etiology 1.) [BLANK] 2.) medical cuases: Diabetes, [BLANK], infection, [BLANK] 3.) [BLANK] "" - What goes in the blank?","Iatrogenic::category - "" Etiology chronic compression by a repeated low grade trauma: from a protuberant abdomen, pregnancy, or tight clothing Diabetes, tumor, infection, and rapid weight gain or weight loss can also affect the nerve. Iatrogenic: incisions for lower abdominal/pelvic surgeries and laparoscopic hernia repai",General EMG,Cloze,Easy,1100,general_emg;easy
365,""" lateral femoral cutaneous nerve. clinical pres. patient may report sensory complaints in the lateral thigh, including pain, numbness, burning, or a dull ache, exacerbated by [hip extension/flexion] and [BLANK] "" - What goes in the blank?","hip extension/flexion - "" T reatment : Interventions may include rehabilitation, NSAIDs, Gabapentin, cortisone injections, surgical release. Symptoms may be self-limited In addition, removal of compressive clothing should occur (e.g., wide belt, compressive athletic clothing). """,General EMG,Cloze,Easy,1102,general_emg;easy
366,""" lateral femoral cutaneous nerve. clinical pres. patient may report sensory complaints in the lateral thigh, including pain, numbness, burning, or a dull ache, exacerbated by [prolonged sitting] and [BLANK] "" - What goes in the blank?","prolonged sitting - "" T reatment : Interventions may include rehabilitation, NSAIDs, Gabapentin, cortisone injections, surgical release. Symptoms may be self-limited In addition, removal of compressive clothing should occur (e.g., wide belt, compressive athletic clothing). """,General EMG,Cloze,Easy,1102,general_emg;easy
367,""" lateral femoral cutaneous nerve, EDX findings : NCS SNAP: [Abnormal lateral femoral cutaneous nerve (not typically done)] CMAP: [BLANK] EMG [BLANK] "" - What goes in the blank?","Abnormal lateral femoral cutaneous nerve (not typically done) - "" pure-sensory """,EMG Principles,Cloze,Easy,1103,emg_principles;easy
368,""" lateral femoral cutaneous nerve, EDX findings : NCS SNAP: [not available] CMAP: [BLANK] EMG [BLANK] "" - What goes in the blank?","not available - "" pure-sensory """,EMG Principles,Cloze,Easy,1103,emg_principles;easy
369,""" lateral femoral cutaneous nerve, EDX findings : NCS SNAP: [not available] CMAP: [BLANK] EMG [BLANK] "" - What goes in the blank?","not available - "" pure-sensory """,EMG Principles,Cloze,Easy,1103,emg_principles;easy
370,"Femoral Neuropathy, EDX findings: NCS: Abnormal [saphenous nerve SNAP] Abnormal [BLANK] EMG: - Abnormal activity in femoral n. innervated m's - if abnl, then study other m's (eg. [BLANK]) to r/o [BLANK] involvement - What goes in the blank?","saphenous nerve SNAP - ""EX. Involvement of obturator nerve innervated muscles (e.g., adductor longus) and/or lumbar paraspinals could indicate an L3/4 radiculopathy over a femoral neuropathy """,Muscle Anatomy,Cloze,Easy,1148,muscle_anatomy;easy
371,"Femoral Neuropathy, EDX findings: NCS: Abnormal [rectus femoris CMAP] Abnormal [BLANK] EMG: - Abnormal activity in femoral n. innervated m's - if abnl, then study other m's (eg. [BLANK]) to r/o [BLANK] involvement - What goes in the blank?","rectus femoris CMAP - ""EX. Involvement of obturator nerve innervated muscles (e.g., adductor longus) and/or lumbar paraspinals could indicate an L3/4 radiculopathy over a femoral neuropathy """,Muscle Anatomy,Cloze,Easy,1148,muscle_anatomy;easy
372,"Femoral Neuropathy, EDX findings: NCS: Abnormal [hamstrings, gluts, adductor::1ex.] Abnormal [BLANK] EMG: - Abnormal activity in femoral n. innervated m's - if abnl, then study other m's (eg. [BLANK]) to r/o [BLANK] involvement - What goes in the blank?","hamstrings, gluts, adductor::1ex. - ""EX. Involvement of obturator nerve innervated muscles (e.g., adductor longus) and/or lumbar paraspinals could indicate an L3/4 radiculopathy over a femoral neuropathy """,Muscle Anatomy,Cloze,Easy,1148,muscle_anatomy;easy
373,"Femoral Neuropathy, EDX findings: NCS: Abnormal [plexus/root::2] Abnormal [BLANK] EMG: - Abnormal activity in femoral n. innervated m's - if abnl, then study other m's (eg. [BLANK]) to r/o [BLANK] involvement - What goes in the blank?","plexus/root::2 - ""EX. Involvement of obturator nerve innervated muscles (e.g., adductor longus) and/or lumbar paraspinals could indicate an L3/4 radiculopathy over a femoral neuropathy """,Muscle Anatomy,Cloze,Easy,1148,muscle_anatomy;easy
374,"""[Diabetic amyotrophy] is the most common cause of femoral neuropathy "" - What goes in the blank?","Diabetic amyotrophy - "" a nerve disorder which is a complication of diabetes mellitus . It affects the thighs, hips, buttocks and legs, causing pain and muscle wasting . It is also called by several other names, including proximal diabetic neuropathy, lumbosacral radiculoplexus, and femoral neurophagy """,Muscle Anatomy,Cloze,Easy,1149,muscle_anatomy;easy
375,"""[Diabetic amyotrophy] is a proximal diabetic neuropathy distinct from other types of distal diabetic peripheral neuropathies it is also known as a [BLANK] neuropathy "" - What goes in the blank?","Diabetic amyotrophy - "" as it can involve the plexus and nerve roots, as well as peripheral nerves It predominantly affects the lumbosacral plexus """,Plexus Anatomy,Cloze,Easy,1150,plexus_anatomy;easy
376,"""[lumbo-sacral radiculo-plexus::""""4-names""""] is a proximal diabetic neuropathy distinct from other types of distal diabetic peripheral neuropathies it is also known as a [BLANK] neuropathy "" - What goes in the blank?","lumbo-sacral radiculo-plexus::""""4-names"""" - "" as it can involve the plexus and nerve roots, as well as peripheral nerves It predominantly affects the lumbosacral plexus """,Plexus Anatomy,Cloze,Easy,1150,plexus_anatomy;easy
377,"Patients then develops [weakness] and [BLANK] of the proximal > distal lower extremity musculature "" - What goes in the blank?","weakness - typically associated weight loss that precedes symptoms. patient may complain of asymmetric thigh pain, knee extension weakness (quadriceps), and atrophy. Loss of the patellar reflex may also occur",General EMG,Cloze,Easy,1154,general_emg;easy
378,"Patients then develops [atrophy] and [BLANK] of the proximal > distal lower extremity musculature "" - What goes in the blank?","atrophy - typically associated weight loss that precedes symptoms. patient may complain of asymmetric thigh pain, knee extension weakness (quadriceps), and atrophy. Loss of the patellar reflex may also occur",General EMG,Cloze,Easy,1154,general_emg;easy
379,""" diabetic amyotrophy EDX findings : NCS: [Abnormal] SNAP saphenous* [BLANK] CMAP rectus EMG (Abnormal activity): femoral innervated muscles (±), [BLANK] iliopsoas [BLANK] "" - What goes in the blank?","Abnormal - "" sounds like a L3/L4 radiculopathy * abnl sensory indicates plexus and not a radic """"hamstrings should be normal"""" Treatment : Diabetic amyotrophy is a self-limited condition, but the recovery process is gradual and occurs over a period of months. There are some patients who are left with residual ",Muscle Anatomy,Cloze,Easy,1155,muscle_anatomy;easy
380,""" diabetic amyotrophy EDX findings : NCS: [Abnormal] SNAP saphenous* [BLANK] CMAP rectus EMG (Abnormal activity): femoral innervated muscles (±), [BLANK] iliopsoas [BLANK] "" - What goes in the blank?","Abnormal - "" sounds like a L3/L4 radiculopathy * abnl sensory indicates plexus and not a radic """"hamstrings should be normal"""" Treatment : Diabetic amyotrophy is a self-limited condition, but the recovery process is gradual and occurs over a period of months. There are some patients who are left with residual ",Muscle Anatomy,Cloze,Easy,1155,muscle_anatomy;easy
381,""" diabetic amyotrophy EDX findings : NCS: [adductors] SNAP saphenous* [BLANK] CMAP rectus EMG (Abnormal activity): femoral innervated muscles (±), [BLANK] iliopsoas [BLANK] "" - What goes in the blank?","adductors - "" sounds like a L3/L4 radiculopathy * abnl sensory indicates plexus and not a radic """"hamstrings should be normal"""" Treatment : Diabetic amyotrophy is a self-limited condition, but the recovery process is gradual and occurs over a period of months. There are some patients who are left with residual ",Muscle Anatomy,Cloze,Easy,1155,muscle_anatomy;easy
382,""" diabetic amyotrophy EDX findings : NCS: [paraspinals] SNAP saphenous* [BLANK] CMAP rectus EMG (Abnormal activity): femoral innervated muscles (±), [BLANK] iliopsoas [BLANK] "" - What goes in the blank?","paraspinals - "" sounds like a L3/L4 radiculopathy * abnl sensory indicates plexus and not a radic """"hamstrings should be normal"""" Treatment : Diabetic amyotrophy is a self-limited condition, but the recovery process is gradual and occurs over a period of months. There are some patients who are left with residual ",Muscle Anatomy,Cloze,Easy,1155,muscle_anatomy;easy
383,""" Saphenous Neuropathy, EDX findings : NCS SNAP: [Abnormal saphenous nerve] CMAP: [BLANK] EMG femoral nerve innervated muscles: [BLANK] "" - What goes in the blank?","Abnormal saphenous nerve - ""Treatment: Interventions may include rehabilitation or surgical procedure """,Muscle Anatomy,Cloze,Easy,1157,muscle_anatomy;easy
384,""" Saphenous Neuropathy, EDX findings : NCS SNAP: [Normal] CMAP: [BLANK] EMG femoral nerve innervated muscles: [BLANK] "" - What goes in the blank?","Normal - ""Treatment: Interventions may include rehabilitation or surgical procedure """,Muscle Anatomy,Cloze,Easy,1157,muscle_anatomy;easy
385,""" Saphenous Neuropathy, EDX findings : NCS SNAP: [Normal] CMAP: [BLANK] EMG femoral nerve innervated muscles: [BLANK] "" - What goes in the blank?","Normal - ""Treatment: Interventions may include rehabilitation or surgical procedure """,Muscle Anatomy,Cloze,Easy,1157,muscle_anatomy;easy
386,"""[Piriformis syndrome] is an uncommon type of compressive sciatic neuropathy at the pelvic outlet that mainly affects the [BLANK] portion of the nerve "" - What goes in the blank?","Piriformis syndrome - "" Because there is no consensus on diagnosing piriformis syndrome, it is a dx of exclusion estimated incidence is approximately 4% """,General EMG,Cloze,Easy,1162,general_emg;easy
387,"""[peroneal (fibular)] is an uncommon type of compressive sciatic neuropathy at the pelvic outlet that mainly affects the [BLANK] portion of the nerve "" - What goes in the blank?","peroneal (fibular) - "" Because there is no consensus on diagnosing piriformis syndrome, it is a dx of exclusion estimated incidence is approximately 4% """,General EMG,Cloze,Easy,1162,general_emg;easy
388,""" Sciatic neuropathy Clinical presentation : primarily presents as weakness of [knee flexion] and [BLANK] numbness occurs over the [BLANK] and the [BLANK] The [BLANK] and [BLANK] may be abnormal (physical examination) "" - What goes in the blank?","knee flexion - "" Motor = hamstrings + foot drop (peroneal) + plantar flexion (gastroc) pt c/o depends on which portion of the nerve is more involved (can be peroneal alone) Sensory = peroneal + sural """,General EMG,Cloze,Easy,1163,general_emg;easy
389,""" Sciatic neuropathy Clinical presentation : primarily presents as weakness of [muscles of the peroneal (foot drop) and tibial nerves * (plantar flexion)] and [BLANK] numbness occurs over the [BLANK] and the [BLANK] The [BLANK] and [BLANK] may be abnormal (physical examination) "" - What goes in the blank?","muscles of the peroneal (foot drop) and tibial nerves * (plantar flexion) - "" Motor = hamstrings + foot drop (peroneal) + plantar flexion (gastroc) pt c/o depends on which portion of the nerve is more involved (can be peroneal alone) Sensory = peroneal + sural """,Muscle Anatomy,Cloze,Easy,1163,muscle_anatomy;easy
390,""" Sciatic neuropathy Clinical presentation : primarily presents as weakness of [lateral leg] and [BLANK] numbness occurs over the [BLANK] and the [BLANK] The [BLANK] and [BLANK] may be abnormal (physical examination) "" - What goes in the blank?","lateral leg - "" Motor = hamstrings + foot drop (peroneal) + plantar flexion (gastroc) pt c/o depends on which portion of the nerve is more involved (can be peroneal alone) Sensory = peroneal + sural """,General EMG,Cloze,Easy,1163,general_emg;easy
391,""" Sciatic neuropathy Clinical presentation : primarily presents as weakness of [entire foot] and [BLANK] numbness occurs over the [BLANK] and the [BLANK] The [BLANK] and [BLANK] may be abnormal (physical examination) "" - What goes in the blank?","entire foot - "" Motor = hamstrings + foot drop (peroneal) + plantar flexion (gastroc) pt c/o depends on which portion of the nerve is more involved (can be peroneal alone) Sensory = peroneal + sural """,General EMG,Cloze,Easy,1163,general_emg;easy
392,""" Sciatic neuropathy Clinical presentation : primarily presents as weakness of [lateral hamstring] and [BLANK] numbness occurs over the [BLANK] and the [BLANK] The [BLANK] and [BLANK] may be abnormal (physical examination) "" - What goes in the blank?","lateral hamstring - "" Motor = hamstrings + foot drop (peroneal) + plantar flexion (gastroc) pt c/o depends on which portion of the nerve is more involved (can be peroneal alone) Sensory = peroneal + sural """,General EMG,Cloze,Easy,1163,general_emg;easy
393,""" Sciatic neuropathy Clinical presentation : primarily presents as weakness of [Achilles reflexes] and [BLANK] numbness occurs over the [BLANK] and the [BLANK] The [BLANK] and [BLANK] may be abnormal (physical examination) "" - What goes in the blank?","Achilles reflexes - "" Motor = hamstrings + foot drop (peroneal) + plantar flexion (gastroc) pt c/o depends on which portion of the nerve is more involved (can be peroneal alone) Sensory = peroneal + sural """,General EMG,Cloze,Easy,1163,general_emg;easy
394,""" Sciatic neuropathy EDX findings : NCS SNAP: Abnormal [superficial peroneal (fibular) and sural sensory] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] Normal activity in [BLANK] and [BLANK] absent or delayed [BLANK] "" - What goes in the blank?","superficial peroneal (fibular) and sural sensory - ""**even if sciatic is injured in the thigh --> can be specificaly tibial or peroneal """,EMG Principles,Cloze,Easy,1164,emg_principles;easy
395,""" Sciatic neuropathy EDX findings : NCS SNAP: Abnormal [tibial and comm. peroneal (fibular) motor studies] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] Normal activity in [BLANK] and [BLANK] absent or delayed [BLANK] "" - What goes in the blank?","tibial and comm. peroneal (fibular) motor studies - ""**even if sciatic is injured in the thigh --> can be specificaly tibial or peroneal """,EMG Principles,Cloze,Easy,1164,emg_principles;easy
396,""" Sciatic neuropathy EDX findings : NCS SNAP: Abnormal [all sciatic innervated musculature 1.) hamstrings (eg. biceps femoris s/l + semi m/t), 2.) tibial n. (eg. gastroc + tib post), and 3.) c. peroneal n. (tib ant. + fib brevis/long)] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] Normal activity in [BLANK] and [BLANK] absent or delayed [BLANK] "" - What goes in the blank?","all sciatic innervated musculature 1.) hamstrings (eg. biceps femoris s/l + semi m/t), 2.) tibial n. (eg. gastroc + tib post), and 3.) c. peroneal n. (tib ant. + fib brevis/long) - ""**even if sciatic is injured in the thigh --> can be specificaly tibial or peroneal """,EMG Principles,Cloze,Easy,1164,emg_principles;easy
397,""" Sciatic neuropathy EDX findings : NCS SNAP: Abnormal [gluteus medius (r/o plexopathy)] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] Normal activity in [BLANK] and [BLANK] absent or delayed [BLANK] "" - What goes in the blank?","gluteus medius (r/o plexopathy) - ""**even if sciatic is injured in the thigh --> can be specificaly tibial or peroneal """,EMG Principles,Cloze,Easy,1164,emg_principles;easy
398,""" Sciatic neuropathy EDX findings : NCS SNAP: Abnormal [lumbar paraspinals (r/o radiculopathy)] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] Normal activity in [BLANK] and [BLANK] absent or delayed [BLANK] "" - What goes in the blank?","lumbar paraspinals (r/o radiculopathy) - ""**even if sciatic is injured in the thigh --> can be specificaly tibial or peroneal """,EMG Principles,Cloze,Easy,1164,emg_principles;easy
399,""" Sciatic neuropathy EDX findings : NCS SNAP: Abnormal [H-reflex] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] Normal activity in [BLANK] and [BLANK] absent or delayed [BLANK] "" - What goes in the blank?","H-reflex - ""**even if sciatic is injured in the thigh --> can be specificaly tibial or peroneal """,EMG Principles,Cloze,Easy,1164,emg_principles;easy
400,"""[peroneal (fibular)] portion of the sciatic nerve is more vulnerable to injury "" - What goes in the blank?","peroneal (fibular) - "" more vulnerable than the tibial because the peroneal portion is more fixated at the sciatic notch and at the fibula-neck. stretch It has larger fascicles with less protective epineural tissue and less blood supply more exposed location """,General EMG,Cloze,Easy,1165,general_emg;easy
401,"""[tarsal tunnel sndrome]: tibial n. injured by compression under the flexor retinaculum in the medial ankle "" - What goes in the blank?","tarsal tunnel sndrome - ""prety rare (la chupacabra) """,General EMG,Cloze,Easy,1191,general_emg;easy
402,""" Tarsal tunnel syndrome Clinical presentation Involves all muscles innervated by the tibial nerve distal to the tarsal tunnel. thus patient may complain of symptoms related to [intrinsic foot weakness] pain, numbness, and paresthesias may involve the medial [BLANK] area and entire [BLANK] It is reproduced by [BLANK] positive Tinel’s sign at the medial ankle may be elicited "" - What goes in the blank?","intrinsic foot weakness - ""Heel sensation may be spared due to the calcaneal branch departing proximal to the tunnel Foot atrophy / intrinsic weakness difficult to detect clinically """,Muscle Anatomy,Cloze,Easy,1192,muscle_anatomy;easy
403,""" Tarsal tunnel syndrome Clinical presentation Involves all muscles innervated by the tibial nerve distal to the tarsal tunnel. thus patient may complain of symptoms related to [Perimalleolar] pain, numbness, and paresthesias may involve the medial [BLANK] area and entire [BLANK] It is reproduced by [BLANK] positive Tinel’s sign at the medial ankle may be elicited "" - What goes in the blank?","Perimalleolar - ""Heel sensation may be spared due to the calcaneal branch departing proximal to the tunnel Foot atrophy / intrinsic weakness difficult to detect clinically """,Muscle Anatomy,Cloze,Easy,1192,muscle_anatomy;easy
404,""" Tarsal tunnel syndrome Clinical presentation Involves all muscles innervated by the tibial nerve distal to the tarsal tunnel. thus patient may complain of symptoms related to [sole] pain, numbness, and paresthesias may involve the medial [BLANK] area and entire [BLANK] It is reproduced by [BLANK] positive Tinel’s sign at the medial ankle may be elicited "" - What goes in the blank?","sole - ""Heel sensation may be spared due to the calcaneal branch departing proximal to the tunnel Foot atrophy / intrinsic weakness difficult to detect clinically """,Muscle Anatomy,Cloze,Easy,1192,muscle_anatomy;easy
405,""" Tarsal tunnel syndrome Clinical presentation Involves all muscles innervated by the tibial nerve distal to the tarsal tunnel. thus patient may complain of symptoms related to [ankle inversion] pain, numbness, and paresthesias may involve the medial [BLANK] area and entire [BLANK] It is reproduced by [BLANK] positive Tinel’s sign at the medial ankle may be elicited "" - What goes in the blank?","ankle inversion - ""Heel sensation may be spared due to the calcaneal branch departing proximal to the tunnel Foot atrophy / intrinsic weakness difficult to detect clinically """,Muscle Anatomy,Cloze,Easy,1192,muscle_anatomy;easy
406,""" Tarsal tunnel, EDX findings : NCS SNAP: Abnormal [medial and lateral plantar nerve::2 same]. Normal [BLANK] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] "" - What goes in the blank?","medial and lateral plantar nerve::2 same - "" """"i imagine sural sensory is normal??"""" """"conduction block: Tibial motor would be abnl at ankle and knee"""" * ( Mixed Study : not often done, technicaly difficult, often small or absent response) """,Muscle Anatomy,Cloze,Easy,1193,muscle_anatomy;easy
407,""" Tarsal tunnel, EDX findings : NCS SNAP: Abnormal [calcaneal nerve]. Normal [BLANK] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] "" - What goes in the blank?","calcaneal nerve - "" """"i imagine sural sensory is normal??"""" """"conduction block: Tibial motor would be abnl at ankle and knee"""" * ( Mixed Study : not often done, technicaly difficult, often small or absent response) """,EMG Principles,Cloze,Easy,1193,emg_principles;easy
408,""" Tarsal tunnel, EDX findings : NCS SNAP: Abnormal [medial and lateral plantar nerve::2 same]. Normal [BLANK] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] "" - What goes in the blank?","medial and lateral plantar nerve::2 same - "" """"i imagine sural sensory is normal??"""" """"conduction block: Tibial motor would be abnl at ankle and knee"""" * ( Mixed Study : not often done, technicaly difficult, often small or absent response) """,Muscle Anatomy,Cloze,Easy,1193,muscle_anatomy;easy
409,""" Tarsal tunnel, EDX findings : NCS SNAP: Abnormal [all tibial n. foot muscles (entire sole of foot)]. Normal [BLANK] CMAP: Abnormal [BLANK] EMG Abnormal activity in [BLANK] "" - What goes in the blank?","all tibial n. foot muscles (entire sole of foot) - "" """"i imagine sural sensory is normal??"""" """"conduction block: Tibial motor would be abnl at ankle and knee"""" * ( Mixed Study : not often done, technicaly difficult, often small or absent response) """,Muscle Anatomy,Cloze,Easy,1193,muscle_anatomy;easy
410,""" accessory peroneal (fibular) n. can be confirmed by [stimulating posterior to the lateral malleolus]"" - What goes in the blank?","stimulating posterior to the lateral malleolus - ""This will elicit the “missing” CMAP from the EDB. """,EMG Principles,Cloze,Easy,1261,emg_principles;easy
411,"sural neuropathy, EDX findings : NCS SNAP: [Abnormal sural sensory] CMAP: [BLANK] EMG [BLANK] - What goes in the blank?","Abnormal sural sensory - ""Decreased or absent sural responses can be seen as a normal finding in elderly patients ( Tavee et al., 2013 ). """,EMG Principles,Cloze,Easy,1284,emg_principles;easy
412,"sural neuropathy, EDX findings : NCS SNAP: [not applicable] CMAP: [BLANK] EMG [BLANK] - What goes in the blank?","not applicable - ""Decreased or absent sural responses can be seen as a normal finding in elderly patients ( Tavee et al., 2013 ). """,EMG Principles,Cloze,Easy,1284,emg_principles;easy
413,"sural neuropathy, EDX findings : NCS SNAP: [Not applicable] CMAP: [BLANK] EMG [BLANK] - What goes in the blank?","Not applicable - ""Decreased or absent sural responses can be seen as a normal finding in elderly patients ( Tavee et al., 2013 ). """,EMG Principles,Cloze,Easy,1284,emg_principles;easy
414,""" gluteal n. injury clinical pres superior gluteal neuropathy: presents with weakness of [hip abduction] and [BLANK]. [BLANK] will be seen inferior gluteal neuropathy: presents with weakness of [BLANK]. "" - What goes in the blank?","hip abduction - ""Sensation is spared """,General EMG,Cloze,Easy,1297,general_emg;easy
415,""" gluteal n. injury clinical pres superior gluteal neuropathy: presents with weakness of [internal/external rotation] and [BLANK]. [BLANK] will be seen inferior gluteal neuropathy: presents with weakness of [BLANK]. "" - What goes in the blank?","internal/external rotation - ""Sensation is spared """,General EMG,Cloze,Easy,1297,general_emg;easy
416,""" gluteal n. injury clinical pres superior gluteal neuropathy: presents with weakness of [Trendelenburg gait::phys-ex] and [BLANK]. [BLANK] will be seen inferior gluteal neuropathy: presents with weakness of [BLANK]. "" - What goes in the blank?","Trendelenburg gait::phys-ex - ""Sensation is spared """,General EMG,Cloze,Easy,1297,general_emg;easy
417,""" gluteal n. injury clinical pres superior gluteal neuropathy: presents with weakness of [hip extension] and [BLANK]. [BLANK] will be seen inferior gluteal neuropathy: presents with weakness of [BLANK]. "" - What goes in the blank?","hip extension - ""Sensation is spared """,General EMG,Cloze,Easy,1297,general_emg;easy
418,"Obturator n. injury During ambulation, they present with a [wide-based] and [BLANK] gait - What goes in the blank?",wide-based - becuase the hip is externally rotated and abnormally abducted,General EMG,Cloze,Easy,1319,general_emg;easy
419,"Obturator n. injury During ambulation, they present with a [circumducting] and [BLANK] gait - What goes in the blank?",circumducting - becuase the hip is externally rotated and abnormally abducted,General EMG,Cloze,Easy,1319,general_emg;easy
420,Inherited Peripheral Neuropathies typically categorized as : [Hereditary motor and sensory neuropathies (HMSN)] [BLANK] [BLANK] - What goes in the blank?,"Hereditary motor and sensory neuropathies (HMSN) - "" based on the presentation s ubclassification is based on inheritance pattern and EDX findings (demyelinating vs. axonal) Specific gene mutation is also relevant """,EMG Principles,Cloze,Easy,1322,emg_principles;easy
421,Inherited Peripheral Neuropathies typically categorized as : [Hereditary sensory and autonomic neuropathies (HSAN)] [BLANK] [BLANK] - What goes in the blank?,"Hereditary sensory and autonomic neuropathies (HSAN) - "" based on the presentation s ubclassification is based on inheritance pattern and EDX findings (demyelinating vs. axonal) Specific gene mutation is also relevant """,EMG Principles,Cloze,Easy,1322,emg_principles;easy
422,Inherited Peripheral Neuropathies typically categorized as : [Hereditary motor neuropathies (HMN)] [BLANK] [BLANK] - What goes in the blank?,"Hereditary motor neuropathies (HMN) - "" based on the presentation s ubclassification is based on inheritance pattern and EDX findings (demyelinating vs. axonal) Specific gene mutation is also relevant """,EMG Principles,Cloze,Easy,1322,emg_principles;easy
423,"""Acquired Peripheral Neuropathies [Demyelinating inflammatory neuropathies] can manifest as a polyradiculopathy "" - What goes in the blank?","Demyelinating inflammatory neuropathies - "" Polyradiculopathy refers to the condition where more than one spinal nerve root is affected """,General EMG,Cloze,Easy,1325,general_emg;easy
424,""" EMG/NCS diagnostic criteria for peripheral neuropathy consists of evaluating at least [three limbs]"" - What goes in the blank?","three limbs - "" Abnormalities of SNAPs , CMAPs , and MUAPs are dependent on the type and timing of the pathology affecting a nerve """,EMG Principles,Cloze,Easy,1328,emg_principles;easy
425,In addition to Charcot–Marie–Tooth disease the PMP-22 gene is also implicated in hereditary neuropathy with [liability to pressure palsy (HNPP)]. which presents with [BLANK] and [BLANK] episodes of motor and sensory mononeuropathies - What goes in the blank?,liability to pressure palsy (HNPP) - last from hours to a few weeks typically noted in regions of entrapments or from mild trauma,General EMG,Cloze,Easy,1331,general_emg;easy
426,In addition to Charcot–Marie–Tooth disease the PMP-22 gene is also implicated in hereditary neuropathy with [recurrent]. which presents with [BLANK] and [BLANK] episodes of motor and sensory mononeuropathies - What goes in the blank?,recurrent - last from hours to a few weeks typically noted in regions of entrapments or from mild trauma,General EMG,Cloze,Easy,1331,general_emg;easy
427,In addition to Charcot–Marie–Tooth disease the PMP-22 gene is also implicated in hereditary neuropathy with [short-term]. which presents with [BLANK] and [BLANK] episodes of motor and sensory mononeuropathies - What goes in the blank?,short-term - last from hours to a few weeks typically noted in regions of entrapments or from mild trauma,General EMG,Cloze,Easy,1331,general_emg;easy
428,""" NCS in peripheral neruopathy Conduction Block is more likely to be seen in [acquired::inherited/acquired] polyneuropathies "" - What goes in the blank?","acquired::inherited/acquired - ""as well as focal slowing and temporal dispersions -see 2nd table """,EMG Principles,Cloze,Easy,1332,emg_principles;easy
429,"peripheral neuropathies classicaly present with stocking-glove pattern Though less common, [the upper limbs] may demonstrate abnormalities first - What goes in the blank?","the upper limbs - can occur in... vasculitic neuropathies chronic inflammatory demyelinating polyradiculopathy (CIDP) HNPP toxicity porphyria inflammatory neuropathies diabetes mellitus, etc.",General EMG,Cloze,Easy,1333,general_emg;easy
